airport,all_airports,state,country,city,type,iata_code,city_code,longitude,latitude,time_zone,gmt_offset,mileage_region,region
Visby,N,,Sweden,Visby,airport,VBY,VBY,18.3461111,57.6627778,Europe/Stockholm,GMT+1:00,Europe 1,EU
Visalia Municipal,N,CA,United States,Visalia,airport,VIS,VIS,-119.39583,36.3211111,America/Los_Angeles,GMT-8:00,Canada & Continental USA,US
Virgin Gorda,N,,British Virgin Islands,Virgin Gorda,airport,VIJ,VIJ,-64.428056,18.4461111,America/Tortola,GMT-4:00,Caribbean & Central America,CB
Virac,N,,Philippines,Virac,airport,VRC,VRC,124.205556,13.5772222,Asia/Manila,GMT+8:00,Asia 2,AS
Vinh,N,,Viet Nam,Vinh City,airport,VII,VII,105.670833,18.7375,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Vilyuysk,N,,Russia,Vilyuysk,airport,VYI,VYI,121.691667,63.7572222,Asia/Yakutsk,GMT+10:00,Europe 2,EU
Vilnius International,N,,Lithuania,Vilnius,airport,VNO,VNO,25.2858333,54.6341667,Europe/Vilnius,GMT+2:00,Europe 2,EU
Villavicencio Vanguardia,N,,Colombia,Villavicencio,airport,VVC,VVC,-73.613889,4.16777778,America/Bogota,GMT-5:00,Northern South America,SA
Villahermosa C.Rovirosa Perez International,N,,Mexico,Villahermosa,airport,VSA,VSA,-92.8175,17.9969444,America/Cancun,GMT-6:00,Mexico,CA
Villagarzon,N,,Colombia,Mocoa,airport,VGZ,VGZ,-76.604167,0.98222222,America/Bogota,GMT-5:00,Northern South America,SA
Villa Mercedes Villa Reynolds,N,,Argentina,Villa Mercedes,airport,VME,VME,-65.378056,-33.725278,America/Argentina/San_Luis,GMT-3:00,Southern South America,SA
Villa Gesell,N,,Argentina,Villa Gesell,airport,VLG,VLG,-57.029722,-37.235278,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Vilhena Brigadeiro Camarao,N,,Brazil,Vilhena,airport,BVH,BVH,-60.098333,-12.694444,America/Manaus,GMT-4:00,Southern South America,SA
Vilhelmina,N,,Sweden,Vilhelmina,airport,VHM,VHM,16.8336111,64.5791667,Europe/Stockholm,GMT+1:00,Europe 1,EU
Vilankulos,N,,Mozambique,Vilanculos,airport,VNX,VNX,35.3133333,-22.018333,Africa/Maputo,GMT+2:00,"East, West & South Africa",AF
Vijayawada,N,,India,Vijayawada,airport,VGA,VGA,80.7969444,16.5305556,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Vigo,N,,Spain,Vigo,airport,VGO,VGO,-8.6266667,42.2316667,Europe/Madrid,GMT+1:00,Europe 1,EU
Vieques A.Rivera Rodriguez,N,PR,Puerto Rico,Vieques,airport,VQS,VQS,-65.493611,18.1347222,America/St_Thomas,GMT-4:00,Caribbean & Central America,CB
Vientiane Wattay International,N,,Laos,Vientiane,airport,VTE,VTE,102.563333,17.9883333,Asia/Vientiane,GMT+7:00,Asia 2,AS
Vienna International,N,,Austria,Vienna,airport,VIE,VIE,16.5780556,48.1102778,Europe/Vienna,GMT+1:00,Europe 1,EU
Viedma Gobernador E. Castello,N,,Argentina,Viedma,airport,VDM,VDM,-62.996667,-40.870278,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Victoria Regional,N,TX,United States,Victoria,airport,VCT,VCT,-96.918611,28.8525,America/Chicago,GMT-6:00,Canada & Continental USA,US
Victoria International,N,BC,Canada,Victoria,airport,YYJ,YYJ,-123.42583,48.6469444,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Victoria Inner Harbour SPB,N,BC,Canada,Victoria,airport,YWH,YYJ,-123.37306,48.4238889,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Victoria Falls International,N,,Zimbabwe,Victoria Falls,airport,VFA,VFA,25.8388889,-18.095833,Africa/Harare,GMT+2:00,"East, West & South Africa",AF
Verona Villafranca,N,,Italy,Verona,airport,VRN,VRN,10.8880556,45.3963889,Europe/Rome,GMT+1:00,Europe 1,EU
Vernal Regional,N,UT,United States,Vernal,airport,VEL,VEL,-109.51083,40.4433333,America/Denver,GMT-7:00,Canada & Continental USA,US
Verkhnevilyuysk,N,,Russia,Verkhnevilyuysk,airport,VHV,VHV,120.268611,63.4588889,Asia/Yakutsk,GMT+10:00,Europe 2,EU
Veracruz Heriberto Jara International,N,,Mexico,Veracruz,airport,VER,VER,-96.187222,19.1458333,America/Cancun,GMT-6:00,Mexico,CA
Venice Treviso/Sant'Angelo,N,,Italy,Venice,airport,TSF,VCE,12.1977778,45.6508333,Europe/Rome,GMT+1:00,Europe 1,EU
Venice Marco Polo,N,,Italy,Venice,airport,VCE,VCE,12.3519444,45.5052778,Europe/Rome,GMT+1:00,Europe 1,EU
Venetie,N,AK,United States,Venetie,airport,VEE,VEE,-146.37833,67.0063889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Veliky Ustyug,N,,Russia,Velikij Ustyug,airport,VUS,VUS,46.2563889,60.7847222,Europe/Moscow,GMT+4:00,Europe 2,EU
Vaxjo Smaland,N,,Sweden,Vaxjo,airport,VXO,VXO,14.7280556,56.9291667,Europe/Stockholm,GMT+1:00,Europe 1,EU
Varna,N,,Bulgaria,Varna,airport,VAR,VAR,27825,43.2319444,Europe/Sofia,GMT+2:00,Europe 2,EU
Vardo Svartnes,N,,Norway,Vardoe,airport,VAW,VAW,31045,70.3552778,Europe/Oslo,GMT+1:00,Europe 1,EU
Varanasi Lal Bahadur Shastri,N,,India,Varanasi,airport,VNS,VNS,82.8594444,25.4522222,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Varadero Juan G. Gomez International,N,,Cuba,Varadero,airport,VRA,VRA,-81.435278,23.0344444,America/Havana,GMT-5:00,Caribbean & Central America,CB
Vanuabalavu Island,N,,Fiji,Vanuabalavu,airport,VBV,VBV,-178.95111,-17.228056,Pacific/Fiji,GMT+12:00,Australia New Zealand & South Pacific,AU
Vanimo,N,,Papua New Guinea,Vanimo,airport,VAI,VAI,141.3025,-2.6925,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Vancouver International,N,BC,Canada,Vancouver,airport,YVR,YVR,-123.18444,49.1938889,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Vancouver Coal Harbour SPB,N,BC,Canada,Vancouver,airport,CXH,YVR,-123.12139,49.2916667,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Van Ferit Melen,N,,Turkey,Van,airport,VAN,VAN,43.3322222,38.4683333,Europe/Istanbul,GMT+2:00,Europe 2,EU
Valverde El Hierro,N,,Spain,Valverde,airport,VDE,VDE,-17.886944,27.8147222,Atlantic/Canary,GMT0:00,Europe 1,EU
Valledupar Alfonso Lopez Pumarejo,N,,Colombia,Valledupar,airport,VUP,VUP,-73.249444,10435,America/Bogota,GMT-5:00,Northern South America,SA
Valladolid,N,,Spain,Valladolid,airport,VLL,VLL,-4.8519444,41.7061111,Europe/Madrid,GMT+1:00,Europe 1,EU
Valesdir,N,,Vanuatu,Valesdir,airport,VLS,VLS,168.176944,-16.795833,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Valencia Arturo Michelena International,N,,Venezuela,Valencia,airport,VLN,VLN,-67.928333,10.1497222,America/Caracas,GMT-4:30,Northern South America,SA
Valencia,N,,Spain,Valencia,airport,VLC,VLC,-0.4816667,39.4894444,Europe/Madrid,GMT+1:00,Europe 1,EU
Valenca,N,,Brazil,Valenca,airport,VAL,VAL,-39.066667,-13.366667,America/Belem,GMT-3:00,Southern South America,SA
Valdosta Regional,N,GA,United States,Valdosta,airport,VLD,VLD,-83.276667,30.7825,America/New_York,GMT-5:00,Canada & Continental USA,US
Valdivia Pichoy,N,,Chile,Valdivia,airport,ZAL,ZAL,-73.086389,-39.649444,America/Santiago,GMT-4:00,Southern South America,SA
Valdez Pioneer Field,N,AK,United States,Valdez,airport,VDZ,VDZ,-146.24833,61.1338889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Val d'Or,N,QC,Canada,Val D'Or,airport,YVO,YVO,-77.782778,48.0533333,America/Montreal,GMT-5:00,Canada & Continental USA,US
Vail/Eagle Eagle County Regional,N,CO,United States,Vail,airport,EGE,EGE,-106.91778,39.6425,America/Denver,GMT-7:00,Canada & Continental USA,US
Vahitahi,N,,French Polynesia,Vahitahi,airport,VHZ,VHZ,-138.85333,-18.779722,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Vadso,N,,Norway,Vadso,airport,VDS,VDS,29.8375,70.0644444,Europe/Oslo,GMT+1:00,Europe 1,EU
Vadodara,N,,India,Vadodara,airport,BDQ,BDQ,73.2263889,22.3361111,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Vaasa,N,,Finland,Vaasa,airport,VAA,VAA,21.7622222,63.0505556,Europe/Helsinki,GMT+2:00,Europe 2,EU
Uzhhorod International,N,,Ukraine,Uzhgorod,airport,UDJ,UDJ,22.2633333,48.6341667,Europe/Kiev,GMT+2:00,Europe 2,EU
Uyuni,N,,Bolivia,Uyuni,airport,UYU,UYU,-66.8425,-20.45,America/La_Paz,GMT-4:00,Southern South America,SA
Uyo Akwa Ibom International,N,,Nigeria,Uyo Off-Line Pt,airport,QUO,QUO,8.09138889,4.87388889,Africa/Lagos,GMT+1:00,"East, West & South Africa",AF
Utila,N,,Honduras,Utila,airport,UII,UII,-86.883056,16.1122222,America/Tegucigalpa,GMT-6:00,Caribbean & Central America,CB
Utarom Kaimana,N,,Indonesia,Kaimana,airport,KNG,KNG,133.695556,-3.6444444,Asia/Jayapura,GMT+9:00,Asia 2,AS
Ustupo Island Ustupo Ogobsucum,N,,Panama,Ustupu Island,airport,OGM,OGM,-77.933333,9.1375,America/Panama,GMT-5:00,Caribbean & Central America,CB
Ust-Tsilma,N,,Russia,Ust-Tsilma,airport,UTS,UTS,52.2016667,65.4333333,Europe/Moscow,GMT+4:00,Europe 2,EU
Ust-Nera,N,,Russia,Ust-Nera,airport,USR,USR,143.110833,64.5494444,Asia/Vladivostok,GMT+11:00,Europe 2,EU
Ust-Maya,N,,Russia,Ust-Maya,airport,UMS,UMS,134.434722,60.3561111,Asia/Yakutsk,GMT+10:00,Europe 2,EU
Ust-Kuyga,N,,Russia,Ust-Kuyga,airport,UKG,UKG,135.6425,70.0105556,Asia/Vladivostok,GMT+11:00,Europe 2,EU
Ust-Kut,N,,Russia,Ust-Kut,airport,UKX,UKX,105.731667,56.8572222,Asia/Irkutsk,GMT+9:00,Europe 2,EU
Ust-Kamenogorsk,N,,Kazakhstan,Ust-Kamenogorsk,airport,UKK,UKK,82.4936111,50.0366667,Asia/Almaty,GMT+6:00,Middle East & North Africa,ME
Usinsk,N,,Russia,Usinsk,airport,USK,USK,57.3672222,66.0044444,Europe/Moscow,GMT+4:00,Europe 2,EU
Ushuaia Malvinas Argentinas,N,,Argentina,Ushuaia,airport,USH,USH,-68.295556,-54.843333,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Urumqi Diwopu International,N,,China,Urumqi,airport,URC,URC,87.4741667,43.9072222,Asia/Shanghai,GMT+8:00,Asia 1,AS
Urumiyeh,N,,Iran,Urmieh,airport,OMH,OMH,45.0636111,37.6622222,Asia/Tehran,GMT+3:30,Middle East & North Africa,ME
Uruapan Ignacio Lopez Rayon,N,,Mexico,Uruapan,airport,UPN,UPN,-102.03917,19.3966667,America/Cancun,GMT-6:00,Mexico,CA
Urgench International,N,,Uzbekistan,Urgench,airport,UGC,UGC,60.6416667,41.5841667,Asia/Samarkand,GMT+5:00,Middle East & North Africa,ME
Urdzhar,N,,Kazakhstan,Urdzhar,airport,UZR,UZR,81.6591667,47.0897222,Asia/Almaty,GMT+6:00,Middle East & North Africa,ME
Uray,N,,Russia,Uray,airport,URJ,URJ,64.83,60.1161111,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Upington,N,,South Africa,Upington,airport,UTN,UTN,21.2602778,-28.399167,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Upernavik,N,,Greenland,Upernavik,airport,JUV,JUV,-56.131111,72.7905556,America/Godthab,GMT-3:00,Europe 2,EU
University-Oxford,N,MS,United States,University,airport,UOX,UOX,-89.533333,34.3833333,America/Chicago,GMT-6:00,Canada & Continental USA,US
Unalakleet,N,AK,United States,Unalakleet,airport,UNK,UNK,-160.79889,63.8883333,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Umtata K.D. Matanzima,N,,South Africa,Umtata,airport,UTT,UTT,28.6741667,-31.547778,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Umiujaq,N,QC,Canada,Umiujaq,airport,YUD,YUD,-76.518611,56.5355556,America/Montreal,GMT-5:00,Canada & Continental USA,US
Umea,N,,Sweden,Umea,airport,UME,UME,20.2827778,63.7919444,Europe/Stockholm,GMT+1:00,Europe 1,EU
Ulyanovsk Vostochny,N,,Russia,Ulyanovsk,airport,ULY,ULY,48.8027778,54.4011111,Europe/Moscow,GMT+4:00,Europe 2,EU
Ulyanovsk Baratayevka,N,,Russia,Ulyanovsk,airport,ULV,ULY,48.2266667,54.2683333,Europe/Moscow,GMT+4:00,Europe 2,EU
Ulundi Prince M. Buthelezi,N,,South Africa,Ulundi,airport,ULD,ULD,31.4166667,-28.320556,Africa/Johannesburg,GMT+2:00,"East, West & South Africa",AF
Ulukhaktok,N,NT,Canada,Holman Island,airport,YHI,YHI,-117.80611,70.7627778,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Ulsan,N,,South Korea,Ulsan,airport,USN,USN,129.351667,35.5936111,Asia/Seoul,GMT+9:00,Asia 1,AS
Uliastai Donoi,N,,Mongolia,Uliastai,airport,ULZ,ULZ,96.5255556,47.7102778,Asia/Ulaanbaatar,GMT+8:00,Asia 2,AS
Ulei,N,,Vanuatu,Ulei,airport,ULB,ULB,168.301111,-16.329722,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Ulanhot,N,,China,Ulanhot,airport,HLH,HLH,122.008333,46.1947222,Asia/Shanghai,GMT+8:00,Asia 1,AS
Ulan-Ude Mukhino,N,,Russia,Ulan-Ude,airport,UUD,UUD,107.437778,51.8077778,Asia/Irkutsk,GMT+9:00,Europe 2,EU
Ulaangom,N,,Mongolia,Ulaangom,airport,ULO,ULO,92.0811111,49.9705556,Asia/Ulaanbaatar,GMT+8:00,Asia 2,AS
Ulaanbaatar Chinggis Khaan International,N,,Mongolia,Ulaanbaatar,airport,ULN,ULN,106.766667,47.8430556,Asia/Ulaanbaatar,GMT+8:00,Asia 2,AS
Ukunda Diani,N,,Kenya,Ukunda,airport,UKA,UKA,39.5713889,-4.2966667,Africa/Nairobi,GMT+3:00,"East, West & South Africa",AF
Ukhta,N,,Russia,Ukhta,airport,UCT,UCT,53.8044444,63.5666667,Europe/Moscow,GMT+4:00,Europe 2,EU
Ufa,N,,Russia,Ufa,airport,UFA,UFA,55.8838889,54.5575,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Udon Thani International,N,,Thailand,Udon Thani,airport,UTH,UTH,102.788333,17.3863889,Asia/Bangkok,GMT+7:00,Asia 1,AS
Udaipur Maharana Pratap,N,,India,Udaipur,airport,UDR,UDR,73.8961111,24.6177778,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Ubon Ratchathani,N,,Thailand,Ubon Ratchathani,airport,UBP,UBP,104.870278,15.2513889,Asia/Bangkok,GMT+7:00,Asia 1,AS
Uberlandia Cesar Bombonato,N,,Brazil,Uberlandia,airport,UDI,UDI,-48.225556,-18.882778,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Uberaba M. de Almeida Franco,N,,Brazil,Uberaba,airport,UBA,UBA,-47.964722,-19765,America/Sao_Paulo,GMT-3:00,Southern South America,SA
Ua Pou,N,,French Polynesia,Ua Pou,airport,UAP,UAP,-140.07972,-9.3475,Pacific/Marquesas,GMT-9:30,Australia New Zealand & South Pacific,AU
Ua Huka,N,,French Polynesia,Ua Huka,airport,UAH,UAH,-139555,-8.9361111,Pacific/Marquesas,GMT-9:30,Australia New Zealand & South Pacific,AU
U-Tapao Rayong-Pattaya International,N,,Thailand,Utapao,airport,UTP,UTP,101005,12.6797222,Asia/Bangkok,GMT+7:00,Asia 1,AS
Tyumen Roshchino,N,,Russia,Tyumen,airport,TJM,TJM,65.3241667,57.1894444,Asia/Yekaterinburg,GMT+6:00,Europe 2,EU
Tyler Pounds Regional,N,TX,United States,Tyler,airport,TYR,TYR,-95.4025,32.3541667,America/Chicago,GMT-6:00,Canada & Continental USA,US
Twin Hills,N,AK,United States,Twin Hills,airport,TWA,TWA,-160.27556,59.0738889,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Twin Falls Magic Valley Regional,N,ID,United States,Twin Falls,airport,TWF,TWF,-114.48778,42.4816667,America/Denver,GMT-7:00,Canada & Continental USA,US
Tuzla International,N,,Bosnia-Herzegovina,Tuzla,airport,TZL,TZL,18.7255556,44.4586111,Europe/Sarajevo,GMT+1:00,Europe 2,EU
Tuy Hoa Dong Tac,N,,Viet Nam,Tuyhoa,airport,TBB,TBB,109.333611,13.0494444,Asia/Ho_Chi_Minh,GMT+7:00,Asia 1,AS
Tuxtla Gutierrez Angel Albino Corzo Int,N,,Mexico,Tuxtla Gutierrez,airport,TGZ,TGZ,-93.026111,16.5619444,America/Cancun,GMT-6:00,Mexico,CA
Tuticorin,N,,India,Tuticorin,airport,TCR,TCR,78.0263889,8.72333333,Asia/Kolkata,GMT+5:30,Indian Subcontinent,IN
Turukhansk,N,,Russia,Turukhansk,airport,THX,THX,87.9355556,65.7977778,Asia/Krasnoyarsk,GMT+8:00,Europe 2,EU
Turku,N,,Finland,Turku,airport,TKU,TKU,22.2627778,60.5141667,Europe/Helsinki,GMT+2:00,Europe 2,EU
Turkmenbashi,N,,Turkmenistan,Turkmanbashi,airport,KRW,KRW,53.0080556,40.0608333,Asia/Ashgabat,GMT+5:00,Middle East & North Africa,ME
Tureia,N,,French Polynesia,Tureia,airport,ZTA,ZTA,-138.5675,-20.780556,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Turbat International,N,,Pakistan,Turbat,airport,TUK,TUK,63.0302778,25.9863889,Asia/Karachi,GMT+5:00,Indian Subcontinent,IN
Turaif,N,,Saudi Arabia,Turaif,airport,TUI,TUI,38.7311111,31.6927778,Asia/Riyadh,GMT+3:00,Middle East & North Africa,ME
Tupelo Lemons Municipal,N,MS,United States,Tupelo,airport,TUP,TUP,-88.77,34.2680556,America/Chicago,GMT-6:00,Canada & Continental USA,US
Tununak,N,AK,United States,Tununak,airport,TNK,TNK,-165.27111,60.5755556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Tuntutuliak,N,AK,United States,Tuntutuliak,airport,WTL,WTL,-162.65556,60.3505556,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Tunis Carthage,N,,Tunisia,Tunis,airport,TUN,TUN,10.2272222,36.8511111,Africa/Tunis,GMT+1:00,Middle East & North Africa,ME
Tumbes Pedro Canga Rodriguez,N,,Peru,Tumbes,airport,TBP,TBP,-80.381389,-3.5525,America/Lima,GMT-5:00,Southern South America,SA
Tumaco La Florida,N,,Colombia,Tumaco,airport,TCO,TCO,-78.749167,1.81444444,America/Bogota,GMT-5:00,Northern South America,SA
Tuluksak,N,AK,United States,Tuluksak,airport,TLT,TLT,-160.96806,61.0977778,America/Anchorage,GMT-9:00,Canada & Continental USA,US
Tulsa International,N,OK,United States,Tulsa,airport,TUL,TUL,-95.888056,36.1983333,America/Chicago,GMT-6:00,Canada & Continental USA,US
Tulita,N,NT,Canada,Tulita Fort Norman,airport,ZFN,ZFN,-125.5725,64.9097222,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Tulcan Luis A. Mantilla International,N,,Ecuador,Tulcan,airport,TUA,TUA,-77.708056,0.80944444,America/Guayaquil,GMT-5:00,Northern South America,SA
Tuktoyaktuk James Gruben,N,NT,Canada,Tuktoyaktuk,airport,YUB,YUB,-133.02639,69.4333333,America/Edmonton,GMT-7:00,Canada & Continental USA,US
Tuguegarao,N,,Philippines,Tuguegarao,airport,TUG,TUG,121.733611,17.6416667,Asia/Manila,GMT+8:00,Asia 2,AS
Tufi,N,,Papua New Guinea,Tufi,airport,TFI,TFI,149.32,-9.0763889,Pacific/Port_Moresby,GMT+10:00,Australia New Zealand & South Pacific,AU
Tucurui,N,,Brazil,Tucurui,airport,TUR,TUR,-49.720278,-3.7861111,America/Belem,GMT-3:00,Southern South America,SA
Tucuman Benjamin Matienzo,N,,Argentina,Tucuman,airport,TUC,TUC,-65.104722,-26.840833,America/Argentina/Buenos_Aires,GMT-3:00,Southern South America,SA
Tucson International,N,AZ,United States,Tucson,airport,TUS,TUS,-110.94111,32.1161111,America/Phoenix,GMT-7:00,Canada & Continental USA,US
Tubuai Mataura,N,,French Polynesia,Tubuai,airport,TUB,TUB,-149.52417,-23.365278,Pacific/Tahiti,GMT-10:00,Australia New Zealand & South Pacific,AU
Tsushima,N,,Japan,Tsushima,airport,TSJ,TSJ,129.330556,34285,Asia/Tokyo,GMT+9:00,Asia 1,AS
Trujillo C.Martinez de Pinillos,N,,Peru,Trujillo,airport,TRU,TRU,-79.109444,-8.0847222,America/Lima,GMT-5:00,Southern South America,SA
Trondheim Vaernes,N,,Norway,Trondheim,airport,TRD,TRD,10.9241667,63.4575,Europe/Oslo,GMT+1:00,Europe 1,EU
Tromso Langnes,N,,Norway,Tromso,airport,TOS,TOS,18.9188889,69.6833333,Europe/Oslo,GMT+1:00,Europe 1,EU
Trombetas,N,,Brazil,Trombetas,airport,TMT,TMT,-56.392222,-1.4886111,America/Belem,GMT-3:00,Southern South America,SA
Trollhattan/Vanersborg,N,,Sweden,Trollhattan,airport,THN,THN,12345,58.3180556,Europe/Stockholm,GMT+1:00,Europe 1,EU
Tripoli Mitiga,N,,Libya,Tripoli,airport,MJI,TIP,13.2897222,32.8933333,Africa/Tripoli,GMT+2:00,Middle East & North Africa,ME
Tripoli International,N,,Libya,Tripoli,airport,TIP,TIP,13.1588889,32.6636111,Africa/Tripoli,GMT+2:00,Middle East & North Africa,ME
Trinidad Jorge Henrich Arauz,N,,Bolivia,Trinidad,airport,TDD,TDD,-64915,-14.821667,America/La_Paz,GMT-4:00,Southern South America,SA
Trincomalee China Bay,N,,Sri Lanka,Trincomalee,airport,TRR,TRR,81.1819444,8.53972222,Asia/Colombo,GMT+5:30,Indian Subcontinent,IN
Trieste Ronchi dei Legionari,N,,Italy,Trieste,airport,TRS,TRS,13.4722222,45.8275,Europe/Rome,GMT+1:00,Europe 1,EU
Tri-cities Reg'l,N,TN,United States,Tri-Cities Regional,airport,TRI,TRI,-82.4075,36.4752778,America/New_York,GMT-5:00,Canada & Continental USA,US
Tres Lagoas Plinio Alarcom,N,,Brazil,Tres Lagoas,airport,TJL,TJL,-51.683889,-20.754444,America/Cuiaba,GMT-4:00,Southern South America,SA
Trelew Almirante M.A. Zar,N,,Argentina,Trelew,airport,REL,REL,-65.270278,-43.210556,America/Argentina/Mendoza,GMT-3:00,Southern South America,SA
Treasure Cay,N,,Bahamas,Treasure Cay,airport,TCB,TCB,-77.391389,26.7452778,America/Nassau,GMT-5:00,Caribbean & Central America,CB
Traverse City,N,MI,United States,Traverse City,airport,TVC,TVC,-85.582222,44.7413889,America/New_York,GMT-5:00,Canada & Continental USA,US
Trat,N,,Thailand,Trat,airport,TDX,TDX,102.318889,12.2744444,Asia/Bangkok,GMT+7:00,Asia 1,AS
Trapani Birgi,N,,Italy,Trapani,airport,TPS,TPS,12.4941667,37.9075,Europe/Rome,GMT+1:00,Europe 1,EU
Trang,N,,Thailand,Trang,airport,TST,TST,99.6158333,7.50861111,Asia/Bangkok,GMT+7:00,Asia 1,AS
Trail,N,BC,Canada,Trail,airport,YZZ,YZZ,-117.60917,49.0555556,America/Vancouver,GMT-8:00,Canada & Continental USA,US
Trabzon,N,,Turkey,Trabzon,airport,TZX,TZX,39.7897222,40995,Europe/Istanbul,GMT+2:00,Europe 2,EU
Tozeur Nefta,N,,Tunisia,Tozeur,airport,TOE,TOE,8.11055556,33.9397222,Africa/Tunis,GMT+1:00,Middle East & North Africa,ME
Toyama,N,,Japan,Toyama,airport,TOY,TOY,137.1875,36.6483333,Asia/Tokyo,GMT+9:00,Asia 1,AS
Townsville International,N,,Australia,Townsville,airport,TSV,TSV,146.765278,-19.2525,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Tours Val de Loire,N,,France,Tours,airport,TUF,TUF,0.72305556,47.4319444,Europe/Paris,GMT+1:00,Europe 1,EU
Toulouse Blagnac,N,,France,Toulouse,airport,TLS,TLS,1.36777778,43635,Europe/Paris,GMT+1:00,Europe 1,EU
Toulon/Hyeres La Palyvestre,N,,France,Toulon,airport,TLN,TLN,6.14611111,43.0972222,Europe/Paris,GMT+1:00,Europe 1,EU
Touho,N,,New Caledonia,Touho,airport,TOU,TOU,165.259444,-20.79,Pacific/Noumea,GMT+11:00,Australia New Zealand & South Pacific,AU
Touggourt Sidi Mahdi,N,,Algeria,Touggourt,airport,TGR,TGR,6.08861111,33.0677778,Africa/Algiers,GMT+1:00,Middle East & North Africa,ME
Tottori,N,,Japan,Tottori,airport,TTJ,TTJ,134.166667,35.53,Asia/Tokyo,GMT+9:00,Asia 1,AS
Totegegie,N,,French Polynesia,Gambier Island,airport,GMR,GMR,-134.89028,-23.08,Pacific/Gambier,GMT-9:00,Australia New Zealand & South Pacific,AU
Tortuguero,N,,Costa Rica,Tortuquero,airport,TTQ,TTQ,-83.629722,10.3513889,America/Costa_Rica,GMT-6:00,Caribbean & Central America,CB
Tortola Terrance B. Lettsome,N,,British Virgin Islands,Tortola,airport,EIS,TOV,-64.543056,18.4447222,America/Tortola,GMT-4:00,Caribbean & Central America,CB
Torsby,N,,Sweden,Torsby,airport,TYF,TYF,12.9913889,60.1575,Europe/Stockholm,GMT+1:00,Europe 1,EU
Torres Islands,N,,Vanuatu,Torres,airport,TOH,TOH,166.638611,-13.327778,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
Torreon Francisco Sarabia International,N,,Mexico,Torreon,airport,TRC,TRC,-103.41056,25.5683333,America/Cancun,GMT-6:00,Mexico,CA
Toronto Lester B Pearson,N,ON,Canada,Toronto,airport,YYZ,YTO,-79.630556,43.6772222,America/Montreal,GMT-5:00,Canada & Continental USA,US
Toronto John C. Munro Hamilton,N,ON,Canada,Toronto,airport,YHM,YTO,-79.928056,43.1619444,America/Montreal,GMT-5:00,Canada & Continental USA,US
Toronto Billy Bishop City A/P,N,ON,Canada,Toronto,airport,YTZ,YTO,-79.396111,43.6275,America/Montreal,GMT-5:00,Canada & Continental USA,US
Torino Caselle,N,,Italy,Turin,airport,TRN,TRN,7.64944444,45.2025,Europe/Rome,GMT+1:00,Europe 1,EU
Toowoomba Brisbane West Wellcamp,N,,Australia,Toowoomba,airport,WTB,TWB,151.796111,-27.56,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Toowoomba Airport,N,,Australia,Toowoomba,airport,TWB,TWB,151.917222,-27.542778,Australia/Brisbane,GMT+10:00,Australia New Zealand & South Pacific,AU
Tongren Fenhuang,N,,China,Tongren,airport,TEN,TEN,109.308333,27.8833333,Asia/Shanghai,GMT+8:00,Asia 1,AS
Tongoa Island,N,,Vanuatu,Tongoa,airport,TGH,TGH,168.552778,-16.891667,Pacific/Efate,GMT+11:00,Australia New Zealand & South Pacific,AU
